,site_id,FType,FCode,x,y,area_m2,lon,lat,elevation
2789,nhdhr_48794466,390,39004,285,103,38173.2729007378,-89.32909757726028,37.98865621917039,128
2801,nhdhr_49234425,390,39004,290,101,38292.9436659068,-88.64405751934366,37.69169017630087,118
1596,nhdhr_112050779,390,39009,349,17,38322.1650011167,-81.332601275452,27.23530094213358,26
2749,nhdhr_48802158,390,39004,285,102,38681.6695465981,-89.25780075319756,37.84851282486454,124
10267,nhdhr_26059064,390,39004,400,123,38772.3218116341,-74.91162308298959,40.40613412400917,46
893,nhdhr_112029563,390,39004,347,27,38902.4666723572,-81.58697152902147,28.47662386022485,32
1838,nhdhr_107777679,390,39004,351,29,39107.9389763316,-81.10013283772074,28.62590516178768,17
1531,nhdhr_117035503,436,43600,345,12,39160.6529034525,-81.82483252633934,26.574210822041746,4
8405,nhdhr_81002917,390,39004,266,181,39244.214523891,-91.72031902646009,47.71126459589583,487
9017,nhdhr_80995375,390,39004,273,184,39275.0209708307,-90.85063616785018,48.071630981257975,535
2020,nhdhr_112027809,390,39009,348,28,39290.5149867013,-81.3782929919102,28.5345269612849,25
8303,nhdhr_34126978,390,39004,252,160,39349.950264703904,-93.38749997394883,45.06088436731887,271
783,nhdhr_129951126,390,39004,326,44,39379.3475708216,-84.19243239468183,30.580449031786962,40
1718,nhdhr_68032029,390,39004,342,30,39421.5627624318,-82.14864759295627,28.758528695953316,12
4970,nhdhr_155642710,390,39009,316,130,39482.1184876412,-85.39222333665224,41.37332988940064,276
1697,nhdhr_58673397,436,43600,340,26,39493.2766845338,-82.49752890110004,28.37038301066911,17
9397,nhdhr_120020241,390,39004,252,157,39522.8156262729,-93.4259283933747,44.71693773237032,280
10131,nhdhr_61762185,390,39004,403,129,39631.569658041,-74.52232735802288,41.246590037701395,305
6711,nhdhr_114545041,390,39004,271,180,39674.8469198346,-91.0683277875992,47.59388171823022,534
1652,nhdhr_129755296,390,39004,326,43,39693.9743372705,-84.22507714351629,30.399331217164608,19
4349,nhdhr_155642096,390,39009,317,132,39797.5699975714,-85.32599044937774,41.506893268392794,283
9796,nhdhr_148191482,390,39004,202,154,39816.6777550116,-99.73063074667728,44.32141040260203,578
10939,nhdhr_152804873,390,39009,346,70,39819.756256666,-81.67210648282469,33.8411379767713,188
11411,nhdhr_96070303,390,39004,231,59,39838.6432130579,-96.0617486311656,32.45262038642378,115
984,nhdhr_122169687,390,39009,315,44,39848.7755874544,-85.5588148201149,30.58836881432219,65
115,nhdhr_63026399,390,39009,312,46,39946.6426430568,-85.88879505671808,30.79226457622516,19
12393,nhdhr_139259937,390,39004,295,153,39951.6844655126,-88.04501503121868,44.14644999036413,255
83,nhdhr_41218869,390,39004,301,44,40051.061672058,-87.32962400382971,30.58701766706389,26
1901,nhdhr_58675579,390,39004,338,25,40105.816435093104,-82.63337525766192,28.242221801832965,9
1223,nhdhr_133703000,390,39004,334,44,40163.8448721906,-83.17478942274457,30.609306046798963,41
944,nhdhr_112046427,390,39009,349,20,40174.9753316101,-81.25819171534674,27.60300008326388,32
1589,nhdhr_107742889,390,39004,348,29,40178.4208925832,-81.39261175249091,28.637010408127562,27
1736,nhdhr_112643304,390,39004,344,36,40178.7524977401,-81.96999617444995,29.55558644347177,21
1777,nhdhr_112033425,390,39009,346,27,40209.2675838717,-81.65886667617718,28.38230373573323,33
7320,nhdhr_114540959,390,39004,276,183,40219.4446059447,-90.41935952327822,47.982332372802674,596
847,nhdhr_78200607,436,43600,344,14,40257.4125625296,-81.97488804150203,26.84450766293618,5
7776,nhdhr_91691379,390,39004,257,160,40258.855705265,-92.86698429572391,45.01604354533084,269
1543,nhdhr_112647326,390,39009,346,27,40264.044590082005,-81.71839625784187,28.412228121376945,34
1687,nhdhr_68758344,390,39004,339,25,40290.28084906,-82.58864020393234,28.17652442714,13
8056,nhdhr_114336515,390,39004,231,166,40312.9641901981,-96.08018285598386,45.76527268651128,326
11221,nhdhr_{48E6E3F2-BF7B-4314-9FA3-1CFAFD929DD2},390,39004,416,153,40333.076987626,-72.97387312528917,44.1840516231774,453
894,nhdhr_107832143,390,39009,347,30,40356.2262029462,-81.56986120628669,28.77066668484916,42
10099,nhdhr_{22431A17-1807-4885-BFD8-2BF53521E448},390,39004,423,157,40384.8042137437,-72.05964582058944,44.699727403616436,483
8301,nhdhr_34126462,390,39004,252,160,40396.571313329,-93.39985946121806,45.07154630435813,269
2013,nhdhr_107742879,390,39009,348,29,40419.6321414895,-81.46819540213862,28.662966875572085,25
880,nhdhr_112691380,390,39004,346,31,40462.879829064,-81.68083604644832,28.946471911873225,20
1032,nhdhr_41964089,390,39004,340,25,40465.015852266,-82.44186318183844,28.21952841383057,22
1533,nhdhr_117034847,436,43600,345,12,40469.422053597904,-81.82131102523913,26.6178863513598,4
1889,nhdhr_129754828,390,39004,326,43,40483.1117902771,-84.15279168887328,30.423305159584324,24
3675,nhdhr_136693185,390,39009,439,135,40488.5483616772,-70.00033964538596,41.93272620002731,3
51,nhdhr_62965803,390,39004,312,43,40521.9041889012,-85.88362904027831,30.427827054005327,14
2440,nhdhr_107779457,390,39009,350,31,40524.201724249906,-81.2375004303909,28.905444499321934,13
7113,nhdhr_59747403,390,39004,250,171,40585.302841309196,-93.68480807946985,46.45129473703961,387
11558,nhdhr_155351259,390,39009,314,130,40593.1070170477,-85.66804522531253,41.32234700096685,262
65,nhdhr_38952979,436,43600,301,47,40656.5952022802,-87.27423189462542,30.93623390532425,10
2089,nhdhr_129755477,390,39004,326,42,40657.2496531154,-84.13972231941909,30.372732474749277,13
6518,nhdhr_34129033,390,39004,251,160,40706.8096313253,-93.58821530954977,45.010748392448775,300
1239,nhdhr_58679405,390,39004,339,26,40719.6744294614,-82.62336909073417,28.347477784863386,7
6725,nhdhr_114543887,390,39004,274,182,40720.1336121075,-90.7405133565784,47.75159336639595,504
659,nhdhr_120819603,390,39004,154,122,40755.256294818595,-105.6689049967688,40.27791701676485,3311
2430,nhdhr_112027929,390,39009,349,28,40756.1035039425,-81.3323887729533,28.510339153198032,26
1205,nhdhr_{EF4D04C6-7C6E-4F50-9C5E-34C39210A7EF},436,43600,316,44,40760.118116997204,-85.41126474461797,30.525472596755012,52
2796,nhdhr_48806190,390,39004,287,102,40785.737093661,-89.0825593987384,37.77101413540935,129
2090,nhdhr_129754378,390,39004,327,43,40788.700839117206,-84.05704204902428,30.45859250294593,24
900,nhdhr_112029049,390,39004,347,27,40803.2420403836,-81.5325553935347,28.483336430753532,29
9296,nhdhr_72862729,390,39004,244,175,40819.8721525706,-94.47945453574863,46.984585156835756,428
12071,nhdhr_76243212,390,39004,269,161,40846.491651643104,-91.35667380578121,45.21892870177927,339
11773,nhdhr_129045087,390,39004,24,184,40848.5208484312,-121.92296320765709,48.05968727445014,157
3415,nhdhr_150612812,390,39004,438,167,40866.3295615762,-70.24769562389358,45.8798105017434,548
1525,nhdhr_78643653,390,39004,344,24,40910.696793690295,-81.91371391606533,28.07191215992609,38
10175,nhdhr_167296467,436,43600,400,127,40933.0473399907,-74.9397597745872,40.978142200774435,107
1230,nhdhr_113616531,390,39004,337,39,40963.1822906546,-82.80044087817231,29.884005375678075,20
978,nhdhr_35361065,390,39004,310,42,40999.282164795295,-86.1844876491526,30.33526960326245,1
3083,nhdhr_36913486,390,39004,242,106,41028.684308267206,-94.63470974467728,38.35831223067871,262
1158,nhdhr_125971298,390,39004,349,32,41133.6478024414,-81.29345832534692,29.08852850520133,18
174,nhdhr_122507901,436,43600,120,61,41175.2480773255,-109.96506218302102,32.707702243969685,2663
3599,nhdhr_{26FD46E6-DE81-4EFA-BC0D-784B5986876F},390,39004,415,144,41225.9639201779,-73.03267882310155,43.05253134896491,719
5492,nhdhr_80997441,390,39004,269,184,41291.920897264,-91.33156727405468,48.01353568051135,446
1987,nhdhr_108150235,436,43600,346,43,41303.512402385495,-81.64251070775217,30.49388127180407,6
6683,nhdhr_81002459,390,39004,268,181,41315.662715576604,-91.47538119749363,47.73833596792893,495
1911,nhdhr_58677805,390,39004,339,26,41363.354692153596,-82.53931934100439,28.33508775939744,17
1450,nhdhr_114969041,390,39004,333,38,41402.4853099436,-83.33056857598349,29.7763059329021,2
8106,nhdhr_86367951,390,39004,236,164,41411.4263563957,-95.4940179686315,45.53043145401582,374
1311,nhdhr_78686571,390,39009,346,24,41435.7905590069,-81.63136182576145,28.08045770172576,37
2463,nhdhr_136109854,390,39004,344,66,41435.817372839905,-81.89323139594266,33.29967405498994,31
1681,nhdhr_68746532,390,39009,339,24,41470.5869629271,-82.60817992769927,28.09999205175387,9
1807,nhdhr_112030197,390,39009,348,27,41490.939244050496,-81.47828823817804,28.446165317143148,29
1585,nhdhr_112030063,390,39009,348,27,41612.0295463428,-81.40666252380399,28.44038283868317,29
2419,nhdhr_112027985,390,39009,349,28,41619.3961519934,-81.36118514801468,28.508064602278804,27
3723,nhdhr_136017695,390,39009,422,142,41628.4820863754,-72.1443269576639,42.76638735554735,322
69,nhdhr_120024007,390,39004,308,45,41635.6514815837,-86.37507964695095,30.678574969779802,52
27,nhdhr_40515775,436,43600,302,47,41660.3277503401,-87.16329146479471,30.901145335172618,65
9011,nhdhr_80993623,390,39004,271,185,41677.8262907825,-91.01503904510668,48.16592998573614,451
1343,nhdhr_112048319,390,39004,348,20,41681.2527119815,-81.42241034899641,27.511994917294196,31
60,nhdhr_133132064,390,39004,319,47,41702.0748334825,-85.0152782766998,30.936266239515906,27
160,nhdhr_120024425,390,39004,302,46,41704.5540976375,-87.20410175344902,30.873303223723163,56
3694,nhdhr_136691098,390,39009,439,135,41735.6143525913,-70.00935835159657,41.938614880957104,2
1237,nhdhr_68787640,390,39004,338,22,41749.5507495776,-82.64230632617317,27.7742112526224,8
2273,nhdhr_129756300,390,39004,324,42,41753.6391795948,-84.38675895775452,30.33365800032413,16
1967,nhdhr_112640496,390,39011,345,29,41773.1611660048,-81.81733739127073,28.64014049464117,25
182,nhdhr_139049810,390,39004,104,68,41797.2991147563,-111.907577944869,33.51182939795022,383
10119,nhdhr_167296357,390,39004,401,127,41821.7017612271,-74.85052557511159,40.90324471972545,177
8341,nhdhr_34133814,390,39004,255,158,41856.4556812756,-93.04194609465986,44.83286421393626,270
3453,nhdhr_151717764,390,39004,454,154,41862.2047417737,-68.19315386023258,44.33696010860042,125
7730,nhdhr_34131191,390,39004,253,159,41909.9258492887,-93.25699821327358,44.94184763086758,249
1173,nhdhr_{2BECF7E1-3F97-4765-9390-51D7655C0DA8},436,43600,359,14,41911.6813818365,-80.08825150627898,26.815367321894552,1
2074,nhdhr_35358103,390,39004,307,43,41919.1988290893,-86.59125532427225,30.42024286522745,8
8215,nhdhr_59720465,390,39004,248,174,41957.155647374704,-93.98802226793758,46.8487902738721,401
1363,nhdhr_112027725,390,39009,349,28,41974.7211291273,-81.34514388891259,28.56477491849184,31
10758,nhdhr_145416586,390,39004,194,174,41984.5394959804,-100.63523525926878,46.826848329358384,525
856,nhdhr_112657572,390,39004,344,30,42029.9694060436,-81.88147152051155,28.82727573858969,20
827,nhdhr_41963605,390,39004,340,25,42046.8046737635,-82.41902135108275,28.18855496103816,19
1971,nhdhr_112617772,390,39004,345,28,42069.0796506368,-81.80580292051812,28.529966643294106,29
12323,nhdhr_139261245,390,39004,296,148,42074.1825719089,-87.93467697906875,43.538003558160995,258
2299,nhdhr_68792796,390,39004,339,24,42141.631431262904,-82.52548745857632,28.123152155848175,15
8073,nhdhr_121544826,390,39004,232,174,42159.4593652554,-95.91426592237669,46.86247182397898,419
1035,nhdhr_112630776,390,39009,341,37,42271.8048558906,-82.32874901133974,29.62791766588645,24
11357,nhdhr_41381589,390,39009,368,107,42296.3476048931,-78.94078967953935,38.42417186551235,370
1559,nhdhr_78642013,390,39004,347,23,42300.2817639336,-81.60112630583305,27.958537344676326,34
113,nhdhr_40990223,390,39004,310,45,42300.396988452405,-86.15628402556271,30.74115738185893,74
2096,nhdhr_134532463,390,39004,336,43,42336.296901308,-82.94899009535277,30.380590026116067,26
2268,nhdhr_94f884c0-8319-4dd2-b43c-f04bcf49f281,390,39004,319,37,42354.7971344301,-85.10190381785252,29.65766187217273,0
7470,nhdhr_86283475,390,39004,230,169,42365.7698788755,-96.16816343921707,46.20462231425,315
1474,nhdhr_68758114,390,39004,340,25,42387.6156312674,-82.46540725654005,28.163871895332502,19
7291,nhdhr_69543915,390,39004,267,171,42404.6741229557,-91.53769006870634,46.388504338842935,355
6,nhdhr_40517436,390,39010,303,45,42446.2986491767,-87.05001010590496,30.627949536605342,8
2163,nhdhr_112690696,390,39004,346,31,42461.3063325193,-81.70994540778901,28.988107097270078,15
3537,nhdhr_{A7A62B65-C0C0-499A-AF4C-8D60AAA136F4},390,39004,415,142,42489.4402044741,-73.06533775631726,42.822198891995576,723
6450,nhdhr_59724727,390,39004,246,173,42493.7212165296,-94.12596469171685,46.651009580449326,375
1253,nhdhr_68757984,390,39009,340,25,42507.5543414415,-82.47979477684994,28.15061025385834,18
7762,nhdhr_34127045,390,39004,256,160,42513.5780909546,-92.96740513291708,45.05109633940476,281
3066,nhdhr_122933883,436,43621,268,149,42523.1725136936,-91.43364615238814,43.63902436530311,270
4359,nhdhr_155639814,390,39009,319,133,42523.883078830295,-85.02466757028351,41.636817462173454,325
1655,nhdhr_129753919,390,39009,326,44,42526.0934950579,-84.2192532170992,30.53302917847225,21
2165,nhdhr_108145785,436,43600,346,44,42587.3055792768,-81.69040634896677,30.502217079652123,6
10253,nhdhr_61786113,390,39004,404,129,42600.7563371062,-74.4551698866769,41.16418022129113,374
11188,nhdhr_79621283,390,39004,101,124,42606.0614390299,-112.29405493368911,40.509924991257755,1625
10153,nhdhr_64660466,390,39004,401,123,42661.9686640743,-74.84188904812994,40.400359014833604,100
7892,nhdhr_80995429,390,39004,275,184,42725.596026318104,-90.56527161670373,48.05758147316348,575
10268,nhdhr_29861595,390,39004,400,112,42742.121114019305,-74.89373035061487,39.02755314486971,1
552,nhdhr_120818886,390,39009,155,124,42746.1857415996,-105.61091699871912,40.50945477880715,3380
10234,nhdhr_167740092,390,39004,405,127,42768.4902364984,-74.35622232338244,40.974572615567006,198
9018,nhdhr_114543365,390,39004,273,182,42799.8883508667,-90.81198440803892,47.82373708947176,530
9198,nhdhr_86278023,390,39004,232,172,42919.3739902303,-95.9078553880125,46.58427730887502,404
10059,nhdhr_{AEAC2200-91F2-465E-AB75-C5FC64C8BE4A},390,39004,424,156,42926.147617708,-71.91557779245345,44.508767294374046,489
2082,nhdhr_114318741,390,39004,324,39,42929.8329204116,-84.48938128912918,29.939098145169535,0
7833,nhdhr_{A5817043-A9EA-47F2-AB25-B7367B4CCD07},390,39004,264,184,42935.3938634656,-91.91734482785887,48.02538606323115,433
10775,nhdhr_149087508,390,39004,217,183,42950.0241862815,-97.86517822249287,47.999007040352744,432
10149,nhdhr_64665250,390,39004,400,124,42959.0749980584,-74.90336226111334,40.588850781680186,69
8312,nhdhr_37648469,390,39009,253,157,42981.2087105438,-93.26588927867432,44.74121787651318,304
8466,nhdhr_114540433,390,39004,281,183,42995.1939646527,-89.77715061403019,47.988590245153674,386
2442,nhdhr_112031643,390,39004,350,26,43038.2455793768,-81.20228918328759,28.362843023389697,20
9370,nhdhr_45337711,390,39004,250,160,43079.1433411986,-93.63672897351849,45.033630286472615,292
168,nhdhr_85830528,390,39004,318,40,43240.8307011044,-85.20014174961845,30.092574879079443,8
10306,nhdhr_61786053,390,39004,404,129,43258.2114704438,-74.39350362371165,41.192513980636214,341
4521,nhdhr_150994769,390,39009,318,131,43271.085862489905,-85.18312988499268,41.44772143995646,291
10255,nhdhr_167762522,390,39009,405,123,43286.190730102404,-74.26765403573444,40.43913189222385,0
9767,nhdhr_88485766,390,39004,227,131,43322.7183267176,-96.54199302673108,41.438274919825695,366
9903,nhdhr_149743050,390,39004,76,123,43324.318302853,-115.45669463545588,40.45953601633918,2882
919,nhdhr_107791593,390,39009,348,32,43380.9977802765,-81.45578460435716,29.027836358207704,13
11669,nhdhr_93069851,390,39009,23,150,43397.0113468692,-122.08239265018992,43.81276939336816,1425
11780,nhdhr_148899869,390,39004,21,182,43403.2452293839,-122.34319387345732,47.77142911838489,121
8351,nhdhr_91692261,390,39004,256,159,43411.0704040602,-92.88782220614834,44.923808580878536,278
169,nhdhr_85825970,390,39009,318,47,43441.050311154904,-85.13594099111162,30.976992598543525,37
1943,nhdhr_83681787,390,39004,344,12,43453.0091652707,-81.97680432177529,26.565145689684105,0
1448,nhdhr_114961729,390,39009,331,39,43473.4278139919,-83.60025108373863,29.98769973204075,8
593,nhdhr_128058170,390,39004,156,120,43476.368927566204,-105.49361856597599,40.1045387720656,2692
5367,nhdhr_34121856,390,39004,252,161,43488.8675954801,-93.39019931367363,45.18303670546834,256
1586,nhdhr_112028419,390,39009,348,27,43504.7744410867,-81.39414032812346,28.48618813171709,27
1881,nhdhr_122187194,390,39004,314,44,43505.5289420746,-85.63477661208701,30.52050421108643,16
449,nhdhr_120819521,390,39004,154,122,43574.0095961392,-105.6623949097512,40.304679377469625,3116
1797,nhdhr_{461A6D1F-D52F-4F51-965A-3F7F43A43757},390,39004,347,32,43580.2377026735,-81.54543737013175,29.099973005025056,11
1064,nhdhr_112663162,390,39004,345,32,43603.6177905649,-81.8746056745935,29.087100727625646,19
1792,nhdhr_112043207,390,39009,347,22,43609.368993244105,-81.57631797352022,27.865033882036506,34
10264,nhdhr_29789891,390,39004,398,115,43630.3108345754,-75.24514108955364,39.4735582101202,15
2354,nhdhr_112654738,390,39011,345,30,43645.6053094417,-81.77944091034449,28.838947727616603,19
5436,nhdhr_107071658,390,39004,259,179,43684.7155234441,-92.51438379055695,47.45095854436906,453
1290,nhdhr_112609682,390,39005,345,29,43686.3804709688,-81.85799852682857,28.73903136354744,23
2899,nhdhr_48789360,390,39004,285,104,43688.7095574755,-89.28875746294872,38.024647985501744,130
438,nhdhr_128057580,390,39004,154,121,43721.697757147296,-105.65109628216601,40.21097784792251,3299
10132,nhdhr_25621692,390,39004,404,119,43871.4155952986,-74.4664829564669,39.97665771546689,32
1374,nhdhr_107807531,390,39009,349,28,43886.537030935295,-81.25522209476726,28.582454560735396,18
6707,nhdhr_80995293,390,39004,271,184,43901.126823484905,-91.1152816456603,48.082027373766095,457
1709,nhdhr_134187998,436,43600,341,41,43905.3172338307,-82.31195497068856,30.24805165309989,46
2529,nhdhr_85083506,390,39004,298,135,43918.5216356544,-87.71633278273785,41.88300476487296,183
2106,nhdhr_68748190,390,39004,339,24,43959.8158758129,-82.60344007775343,28.010356981690013,1
8417,nhdhr_81003831,390,39004,269,181,43981.3430565894,-91.32127577872828,47.648919798639355,553
1124,nhdhr_112034379,390,39004,348,26,43983.347456412404,-81.48561541473009,28.3307911901924,21
8826,nhdhr_91595965,390,39004,251,158,43994.5289325444,-93.59032827404069,44.788788035928185,215
10245,nhdhr_26155388,390,39004,401,130,44026.1385798007,-74.80019560478543,41.281544832207935,211
5196,nhdhr_123271575,390,39004,236,181,44038.857023064,-95.49909456624893,47.66992953674716,403
11275,nhdhr_{751DF507-02E9-4DAA-8A9E-3402460435C3},390,39004,415,152,44062.967143774,-73.09764763002667,44.014761840076964,130
6014,nhdhr_91676391,390,39004,258,166,44138.387248888605,-92.67884720714979,45.81129231410203,280
1376,nhdhr_107805873,436,43600,349,31,44178.0119690858,-81.25843131257545,28.878699357468747,6
11149,nhdhr_83635603,436,43613,106,123,44185.8819912001,-111.64421952608679,40.482268903790576,1944
1156,nhdhr_107806071,390,39009,349,31,44268.653502713,-81.30448616292945,28.887716822535246,11
1112,nhdhr_112028119,390,39004,347,28,44280.806231519,-81.54844843741593,28.51968608094564,35
7498,nhdhr_121840183,390,39004,233,177,44341.5555333197,-95.77292391818185,47.156844590391714,440
9039,nhdhr_114542663,390,39004,278,182,44341.6153822988,-90.20914602831922,47.86463152028083,501
12390,nhdhr_139259916,390,39004,295,153,44390.4501665607,-88.0490926199603,44.15278056404967,255
10990,nhdhr_145671446,390,39009,218,155,44397.854453152,-97.70652955146194,44.493416799437924,494
1711,nhdhr_112630822,390,39004,341,37,44400.447239515095,-82.28677155183824,29.628045673452107,22
2122,nhdhr_{FB775796-F547-41B8-8AD0-173C6981672C},436,43600,340,25,44406.13421595559,-82.44240201667584,28.244618450587147,22
1426,nhdhr_35361059,390,39004,310,42,44420.11361901,-86.17420831909905,30.33457837060124,1
1677,nhdhr_114437057,390,39004,338,36,44457.3859987408,-82.68848609546338,29.57623827976193,21
10277,nhdhr_60434885,390,39004,403,127,44461.103955023,-74.51720481157916,40.90674324866645,182
9406,nhdhr_34123048,390,39004,252,161,44479.0781371128,-93.40842110991647,45.14625340733878,271
10504,nhdhr_90694937,390,39004,339,84,44509.4324239716,-82.53121246377954,35.579395268148744,626
2769,nhdhr_85084040,390,39004,297,133,44518.6426200792,-87.8046129175667,41.64216958197653,202
150,nhdhr_85829006,390,39009,317,47,44526.936019272995,-85.35342577843248,30.91041557224664,29
262,nhdhr_65717296,390,39005,131,83,44530.2303410396,-108.5132511698956,35.37772610807272,2384
11525,nhdhr_90119547,390,39009,308,119,44535.3202880304,-86.39646656781925,39.98488174338541,287
10227,nhdhr_{6A4E08BF-607F-433E-BE6B-F07C3B89B412},390,39004,403,127,44575.2659664908,-74.62484534495239,40.895884421331886,225
3738,nhdhr_136680631,390,39009,434,135,44604.6929821121,-70.74702167644745,41.976289479491136,22
1379,nhdhr_107817905,390,39004,350,28,44637.8960597664,-81.206979774819,28.590846406899058,17
2597,nhdhr_85083536,390,39004,298,134,44648.225039071396,-87.65755171404663,41.796308980662324,180
7312,nhdhr_114543009,390,39004,273,182,44656.776334747694,-90.77829449997769,47.856305023960374,568
1647,nhdhr_129955086,390,39009,324,40,44782.068484798096,-84.43434514846044,30.01890194854285,1
7815,nhdhr_87819555,390,39004,263,176,44800.1514146104,-92.09666681186614,47.0170586245067,428
6552,nhdhr_91596527,390,39004,252,158,44801.4962702245,-93.37754696890705,44.75599033658587,268
10200,nhdhr_29884887,390,39004,401,113,44815.766499560305,-74.8155733265053,39.15439479654001,1
5953,nhdhr_80004245,390,39004,254,178,44853.0109160766,-93.20817056003106,47.255408320935295,412
10180,nhdhr_25603321,390,39010,401,118,44897.9152915999,-74.80958087559203,39.857462795468614,21
5964,nhdhr_91594251,390,39004,255,158,44912.942553559296,-93.10079719612095,44.851142064123295,271
10243,nhdhr_25597507,390,39004,400,118,44926.06279495361,-74.87967719651326,39.80680300755039,30
1662,nhdhr_129753499,390,39004,328,44,44933.302158922,-83.89523615066709,30.54597936017003,40
1254,nhdhr_58682071,390,39004,340,27,44963.860707867694,-82.4873264001574,28.384183608967362,19
2217,nhdhr_112027721,390,39009,349,28,44967.0809066901,-81.34115138881033,28.564760849584765,33
1288,nhdhr_78690607,390,39004,344,24,44997.814566371504,-81.87515265179282,28.09757478261348,38
1761,nhdhr_107777173,390,39006,345,35,45002.6073823944,-81.77380735349199,29.379376373378204,5
3985,nhdhr_75474159,390,39004,293,166,45002.618576206296,-88.36598145458018,45.78586168041791,408
1839,nhdhr_{F112374E-7CB8-4DBA-872E-B983BC6A3E27},436,43600,351,14,45050.9753768072,-81.01872950438666,26.756501812174445,3
1243,nhdhr_68745490,390,39009,339,24,45072.81268226731,-82.60032806442808,28.113890255644755,10
11794,nhdhr_131082538,390,39004,16,175,45142.2388180196,-122.88096955572986,46.9798543893725,44
3252,nhdhr_56128955,390,39004,305,105,45179.9915531129,-86.83547390457367,38.215044484617216,147
2984,nhdhr_130997150,390,39004,226,148,45189.886302925595,-96.74349237129327,43.55552605854222,432
10198,nhdhr_26037538,390,39004,400,128,45217.7385481596,-74.87624387382404,41.111060631466884,301
7819,nhdhr_107515424,390,39004,263,174,45242.2114671618,-92.088852640552,46.837544189214185,365
12401,nhdhr_31704389,390,39009,114,150,45249.78841372769,-110.72965948560837,43.829769578558825,2089
2048,nhdhr_107834389,436,43600,353,28,45329.37590542441,-80.8467775667758,28.59862998634739,4
2218,nhdhr_112043327,436,43600,349,22,45340.639982782304,-81.32484121954835,27.810885326732386,28
1565,nhdhr_107775805,390,39004,347,35,45366.339166808895,-81.53744557939561,29.414572966054877,10
1366,nhdhr_107719379,390,39004,349,29,45384.4383921688,-81.33816248457698,28.71502679929563,17
11397,nhdhr_95320015,390,39004,219,69,45415.2665549088,-97.58552564369197,33.66956278253099,339
1344,nhdhr_112028303,436,43600,348,27,45436.17029710639,-81.41890415533766,28.491779532528454,28
7193,nhdhr_34121965,390,39004,254,161,45466.04508724059,-93.1541021926295,45.17265277481748,272
8720,nhdhr_59813071,390,39004,245,170,45501.523248389196,-94.35792883412745,46.32873869619721,361
9942,nhdhr_{71E63F47-5698-4189-AC8A-DC91A1ADD419},390,39004,418,143,45504.249192487405,-72.70910217343885,42.881416064009905,430
11379,nhdhr_41387989,390,39009,367,103,45523.7347644642,-79.03015163962345,37.974413801062816,571
314,nhdhr_57259646,390,39004,243,81,45538.9902918348,-94.56757896677748,35.2087587665555,120
10341,nhdhr_{F62CBD06-776E-4A93-A5BF-5C6F898A9463},390,39004,414,153,45590.4084964208,-73.13901591469771,44.157884102667026,114
3727,nhdhr_123912526,390,39004,424,138,45603.7888400042,-71.89166784806332,42.25854468110331,258
2528,nhdhr_109986736,390,39009,297,136,45624.0664306507,-87.86844092152279,42.034412495330855,190
11041,nhdhr_144113108,390,39009,205,155,45675.0016142018,-99.31258045531786,44.476728919740935,593
2086,nhdhr_129954788,390,39004,324,40,45679.839234305495,-84.3956312200413,30.077792060766143,3
7210,nhdhr_34126947,390,39004,256,160,45688.294008839905,-92.96944106594029,45.05256873565722,282
9706,nhdhr_136324995,390,39004,90,190,45700.5370819308,-113.68540631391956,48.797744845512476,1507
1510,nhdhr_125961031,390,39004,344,37,45739.881924684196,-81.9945565489431,29.7374227446546,22
11649,nhdhr_112956027,390,39004,57,158,45743.8915270045,-117.81356632652971,44.8598437893654,1018
1388,nhdhr_83021773,436,43617,356,21,45748.0037384219,-80.482813821656,27.643937158970104,5
10254,nhdhr_167762650,390,39004,405,125,45750.0336936433,-74.29776488355755,40.63012648142778,10
10128,nhdhr_167667267,390,39004,403,119,45755.2395182587,-74.57557302605491,39.991389628472476,24
2501,nhdhr_137420017,390,39004,284,144,45765.7984266803,-89.48871022069945,43.00079429078807,291
8785,nhdhr_32672410,390,39004,249,150,45778.3687296696,-93.82940507127172,43.85545962458356,315
12309,nhdhr_75660297,390,39004,287,154,45827.5414349362,-89.1076503979105,44.31288147408412,257
932,nhdhr_112027777,390,39004,349,28,45828.0783229879,-81.36126304565579,28.53540197504026,18
1330,nhdhr_112042457,390,39004,347,23,45839.9565182105,-81.51680978768759,27.930100969674392,29
135,nhdhr_40514765,390,39004,306,45,45842.7431853618,-86.72969131951812,30.736880184635424,32
1300,nhdhr_116989313,436,43600,346,9,45851.28396387769,-81.72144746583615,26.160965467852026,3
2385,nhdhr_107708663,390,39004,347,32,45854.912489675,-81.62055305553427,29.10436952341394,12
298,nhdhr_141196642,390,39009,286,94,45859.293379522904,-89.17560800589483,36.787892104458145,92
977,nhdhr_32414543,436,43615,301,43,45862.394579514905,-87.27078281505163,30.411010578922518,1
4313,nhdhr_109946160,390,39004,300,171,45894.310260592996,-87.43191864591,46.42758817464963,324
10048,nhdhr_{55DF87F0-9102-4FF7-A814-9F8C530C6C1B},390,39004,417,149,45937.8991547357,-72.81248552967396,43.64887895462305,658
2752,nhdhr_48807636,390,39004,288,101,45940.6767331492,-88.9662240800277,37.74812679736353,134
8974,nhdhr_81001947,390,39004,267,182,45958.066890344,-91.58618193985936,47.793915572096154,474
6581,nhdhr_91595509,390,39004,254,158,45992.5601153336,-93.15962228538136,44.799872393939935,255
