,site_id,FType,FCode,x,y,area_m2,lon,lat,elevation
8655,nhdhr_123270634,390,39004,238,182,184919.533529777,-95.23139093195252,47.7814912837403,387
2629,nhdhr_155037601,390,39009,286,113,184978.760156786,-89.13111736195818,39.163257160637386,174
6275,nhdhr_{D0260B15-8C2A-4375-8BD5-D4A2BFF2E3AD},390,39011,229,163,184996.579360552,-96.25798153295248,45.38149354398199,336
2679,nhdhr_156039648,390,39004,281,139,185004.01189685802,-89.83279747345959,42.42079938082478,261
1516,nhdhr_68085027,390,39009,344,24,185012.25439887898,-81.93204251882034,28.11233335682261,38
10362,nhdhr_{E1D80CD9-38B3-4EA9-BF53-81E7F53AB236},390,39004,413,159,185037.576225242,-73.2756544587482,44.97383094390558,30
1713,nhdhr_41957579,390,39009,341,23,185210.270078113,-82.2636863194859,27.980039009131662,12
7683,nhdhr_120018115,390,39004,251,159,185419.052431393,-93.56470702653635,44.896728662705705,287
4452,nhdhr_70332827,390,39004,281,167,185428.899876043,-89.77258967930611,45.87800354280682,482
849,nhdhr_134186356,390,39006,344,46,185456.290709458,-81.96843385521935,30.774325160285624,4
4617,nhdhr_69886702,390,39004,281,167,185504.144746104,-89.82744251307597,45.99712590476966,491
8427,nhdhr_114544937,390,39004,271,180,185778.628457557,-91.04839714913771,47.60419865642534,512
9188,nhdhr_114336367,390,39004,231,166,185781.622056484,-96.0667007689048,45.802874008498,329
5248,nhdhr_72862497,390,39004,244,175,185795.296476642,-94.46181264616773,46.99362489526908,415
744,nhdhr_46567881,390,39009,377,109,185924.41019738602,-77.79217561509245,38.74419637462374,134
5174,nhdhr_121836579,390,39004,233,179,185967.78272354,-95.81339281870048,47.47388741772004,381
2184,nhdhr_107840373,390,39009,347,28,185980.764997552,-81.50324042292362,28.569217901047654,20
3895,nhdhr_147104903,390,39004,330,142,186096.985900091,-83.66595028158599,42.8069319394541,270
3711,nhdhr_136681884,390,39009,433,135,186140.107940075,-70.76377249351978,41.91677054839476,32
1127,nhdhr_107743145,390,39009,348,29,186260.318572318,-81.48115912451433,28.65689279984879,21
7600,nhdhr_120019832,390,39004,244,164,186432.911531223,-94.40281287736956,45.60427373457732,363
6730,nhdhr_114539825,390,39004,275,184,186451.65887006398,-90.51095279062612,48.07531813181985,508
2829,nhdhr_123166482,390,39009,302,131,186545.511766763,-87.17697313149971,41.428762119435326,224
9637,nhdhr_130343421,390,39004,123,174,186659.52495201898,-109.51410946507404,46.79988776322874,1833
6286,nhdhr_82555960,390,39004,230,162,186798.260997124,-96.15285442100573,45.314977341330916,338
11711,nhdhr_{0B47A641-9EB6-4EBA-BAD5-370AD51CD229},390,39009,107,152,186979.02345702398,-111.60393859340479,44.02316862221642,1537
2894,nhdhr_44745243,390,39004,282,105,187043.85521666,-89.68680211527155,38.132768066760775,150
8385,nhdhr_91680031,390,39004,262,164,187149.959371245,-92.15273723204369,45.53139366565746,384
9559,nhdhr_80995067,390,39004,272,184,187175.050821394,-90.9142997815234,48.08328443795499,526
1876,nhdhr_120023948,390,39009,309,42,187202.54337247802,-86.3174833236441,30.373453297847053,1
9283,nhdhr_72858799,390,39004,242,177,187261.76239836199,-94.67224313277164,47.22450472407518,395
3249,nhdhr_40492083,390,39009,297,100,187287.006929222,-87.85149736530364,37.57777910004983,128
6115,nhdhr_114539781,390,39004,275,184,187300.682735365,-90.56936795598835,48.08574161407606,552
8348,nhdhr_91684513,390,39004,256,162,187307.17633842397,-92.93578193045812,45.34536562161431,271
6100,nhdhr_81001821,390,39004,272,182,187347.903430843,-90.979001690975,47.78626767015695,565
1999,nhdhr_120024235,390,39004,347,27,187370.46760818,-81.52862989210797,28.47235215562216,29
1663,nhdhr_127397552,390,39009,332,43,187389.494959415,-83.44486879172541,30.482884539254336,31
7495,nhdhr_86367065,390,39004,233,165,187390.01953335898,-95.81386416028751,45.64260218963346,349
5242,nhdhr_45385906,390,39004,243,163,187708.02856639802,-94.55838109560659,45.40327135910256,335
653,nhdhr_82631160,390,39009,137,97,187798.689266188,-107.81203740491807,37.20015389729573,2092
6618,nhdhr_120020350,390,39004,257,161,187799.14967445302,-92.80481146096928,45.229906368184615,292
1828,nhdhr_104240266,436,43600,349,17,187878.649203802,-81.30395951599355,27.15294538922364,24
691,nhdhr_132761062,390,39009,416,140,187944.157071076,-72.97994397272943,42.53702723936139,495
4129,nhdhr_123148277,390,39004,281,169,187946.02893376,-89.75212945161516,46.179618418333156,498
3674,nhdhr_136679470,390,39009,439,134,188036.15938159102,-70.02645353058627,41.766848247680564,7
5324,nhdhr_91596365,390,39004,249,158,188086.984586224,-93.78458946256643,44.77470541571903,285
2046,nhdhr_125971089,390,39009,350,33,188110.231664367,-81.1726834142877,29.184065134679194,10
8260,nhdhr_34133278,390,39004,250,159,188163.76278427397,-93.67410227098247,44.87719542760319,286
10427,nhdhr_136645603,390,39009,359,89,188245.40954245397,-80.10314798231884,36.15176682603549,248
2578,nhdhr_49235693,390,39004,290,101,188356.12915627,-88.68967316166746,37.671394559184996,133
11950,nhdhr_68838997,390,39004,292,161,188359.242752975,-88.39411144690598,45.181387586042135,281
934,nhdhr_117070981,436,43600,349,10,188419.81999731399,-81.34473611902892,26.277057910093838,4
9173,nhdhr_{8A3D09BC-1E59-458F-91AF-414ABBDE2F75},390,39011,228,163,188480.871818572,-96.38457068865786,45.44236297192546,347
8105,nhdhr_121837579,390,39004,235,178,188524.826317787,-95.5276827097472,47.36497796654006,448
7065,nhdhr_59747673,390,39004,247,171,188528.130105995,-94.07197397265232,46.422914139831455,373
6606,nhdhr_91685465,390,39004,256,162,188545.02926451,-92.91398326442192,45.30368844807681,271
10224,nhdhr_26057920,390,39004,402,127,188588.261629172,-74.72876706720973,40.97399317742815,234
2567,nhdhr_48799462,390,39004,285,103,188698.856662577,-89.28896154058266,37.890412219308345,126
10244,nhdhr_26048222,390,39004,401,128,188756.125289871,-74.84428774437292,41.0053334839798,207
694,nhdhr_136215971,390,39009,425,132,188760.897756628,-71.80887348715737,41.53199131080262,95
1682,nhdhr_68758890,390,39009,339,25,188767.815930156,-82.61209723628143,28.13661569106772,10
7557,nhdhr_59805993,390,39004,241,176,188813.358334335,-94.85876778671198,47.00608562991882,438
4030,nhdhr_155642213,390,39009,317,131,188973.55231408,-85.2871018080677,41.487016814037105,286
1944,nhdhr_51888381,436,43618,344,22,188997.389086328,-81.96496649418576,27.826964941430536,40
6910,nhdhr_114336431,390,39004,231,166,189025.54473689897,-96.11484086234806,45.7867553127151,325
7095,nhdhr_59746961,390,39004,249,171,189034.99113407,-93.86013529745266,46.476776414618165,378
5876,nhdhr_120018209,390,39004,250,160,189065.098382454,-93.74840948796408,45.04258544757259,290
5740,nhdhr_121838788,390,39004,236,178,189093.625334078,-95.44410468498351,47.256294744943425,493
11377,nhdhr_40760199,390,39009,361,103,189146.91197352103,-79.80029508325428,37.90585350857209,440
207,nhdhr_141291680,390,39004,100,76,189169.087244784,-112.38529741544237,34.51858151762669,1686
8242,nhdhr_59724661,390,39004,249,173,189187.21305589,-93.82662214522736,46.65575546864149,378
3212,nhdhr_56132967,390,39004,306,104,189373.054426223,-86.62507403846972,38.00315919603907,133
7858,nhdhr_80997523,390,39004,269,184,189388.465455167,-91.31911118231234,48.007359662285324,453
9552,nhdhr_80994589,390,39004,271,184,189403.088165333,-91.10553484627864,48.109731171672706,423
4894,nhdhr_123147707,390,39004,281,170,189450.67993544,-89.78842457444715,46.32797793464403,480
6646,nhdhr_120020485,390,39004,261,174,189550.39055042,-92.34932959915173,46.86571913536667,416
3631,nhdhr_136017796,390,39004,424,141,189586.779874823,-71.92394978817582,42.70546175157264,348
3113,nhdhr_51965188,390,39004,230,100,189634.388237058,-96.22921136786822,37.50827045930889,316
5335,nhdhr_120018898,390,39004,250,180,189718.01380990603,-93.66522875567759,47.52235922072895,413
630,nhdhr_128019052,390,39004,161,110,189723.815531109,-104.79886636388676,38.82522241630093,1852
6514,nhdhr_80004907,390,39004,251,176,189737.205680169,-93.59860772149635,47.04159401210766,395
6280,nhdhr_122548547,390,39004,230,162,189867.51927153103,-96.23112161049579,45.31084640113978,313
2929,nhdhr_121207155,390,39009,299,133,189950.825410768,-87.5035085814546,41.66650095469568,176
9041,nhdhr_114540809,390,39004,282,183,189969.92262125,-89.72844218996582,47.96075305753912,347
1511,nhdhr_78596331,436,43605,344,21,190006.319725224,-81.98102241479471,27.642235910230884,33
11858,nhdhr_155442847,390,39004,284,151,190099.48737497898,-89.38346217637968,43.977240163201984,257
11928,nhdhr_155444197,390,39004,283,150,190123.128104582,-89.60759072668147,43.77047868532832,266
9511,nhdhr_81002239,390,39004,263,182,190250.200353839,-92.05202047466972,47.779305075950965,456
2310,nhdhr_41962337,390,39004,340,25,190337.564358067,-82.44830147892965,28.169809094916648,19
10748,nhdhr_149093774,390,39004,218,181,190347.65211338698,-97.63886775499277,47.64254338617679,341
8909,nhdhr_120020366,390,39004,257,161,190382.07043527398,-92.84848278068493,45.16404984159213,283
549,nhdhr_128058835,390,39009,159,119,190390.863627307,-105.11223364469444,39.9948752684697,1620
11391,nhdhr_66113848,390,39009,370,105,190391.330800747,-78.74285472256584,38.13743519415596,296
7172,nhdhr_120019329,390,39004,253,163,190562.670509608,-93.31832563849764,45.468812439167245,278
906,nhdhr_112047265,390,39009,347,20,190609.196769491,-81.51217853605354,27.58046098843095,36
1218,nhdhr_127398651,390,39004,332,43,190628.01498314898,-83.46284029958464,30.43760351290184,33
5452,nhdhr_107073428,390,39004,262,177,190653.111600811,-92.22252614274868,47.20545793570457,429
11228,nhdhr_{F9645304-26E2-4FF6-ACBE-D0A7DE56B937},390,39004,420,155,190820.38004088,-72.39752786438034,44.46348800724099,410
9220,nhdhr_117649043,390,39004,234,151,190830.774142293,-95.63954487297696,43.955694301404925,462
6558,nhdhr_91597015,390,39004,253,157,190892.738764595,-93.34105336476573,44.71202251264963,280
4654,nhdhr_75473367,390,39004,293,167,190934.37217739102,-88.31224414238895,45.88686241954638,385
4354,nhdhr_155638577,390,39009,318,133,190999.19810705603,-85.12545700810547,41.729392760682785,288
5323,nhdhr_32671356,390,39004,249,153,191037.854995549,-93.77314327609648,44.134256963959466,311
9265,nhdhr_45379698,390,39004,240,166,191128.816049889,-94.91366652577179,45.83358952482423,373
8333,nhdhr_91679205,390,39004,255,164,191226.07281306802,-93.06908604837051,45.590653623863275,281
9376,nhdhr_47715551,390,39004,251,179,191270.33481184,-93.61279329859569,47.431483060090116,419
1581,nhdhr_112028139,390,39004,348,27,191396.157681122,-81.40566385370519,28.49663629313747,28
1264,nhdhr_{B25F22BF-A48B-4706-818B-36A612DA5905},390,39001,341,27,191437.46082969,-82.32208831043066,28.476966185085878,28
6410,nhdhr_59722571,390,39004,244,174,191500.89709134898,-94.47310116297771,46.76263651547695,400
10458,nhdhr_139646074,390,39004,368,80,191539.37577534397,-78.9339716487452,35.10296775472318,48
4319,nhdhr_82819778,390,39004,311,148,191554.706682947,-86.02433527363594,43.500161651441935,231
3465,nhdhr_141034851,390,39004,433,143,191705.72325570698,-70.86949978928035,42.935427210423924,1
2018,nhdhr_112028617,390,39009,348,27,191740.344085895,-81.37762823410227,28.476232019904558,28
10729,nhdhr_145469326,390,39009,198,165,191794.14166582198,-100.13200450612122,45.73949858602405,548
2377,nhdhr_112034363,390,39004,346,26,191799.72873052,-81.64056683052709,28.35245396030284,32
5723,nhdhr_86276283,390,39004,234,173,191860.87264680897,-95.68764525995769,46.71761353638336,415
11076,nhdhr_44793115,436,43600,339,95,191912.953992318,-82.52858952104795,36.96606057926208,771
2400,nhdhr_112046795,390,39009,347,20,191951.358098892,-81.51036949509,27.61228030799351,33
7674,nhdhr_47723677,390,39004,251,177,191986.926109433,-93.61552856705542,47.223180771103294,399
3997,nhdhr_109946524,390,39004,301,170,191988.53209096898,-87.32856032853607,46.33673322781728,333
12156,nhdhr_155445161,436,43613,284,148,191999.163796976,-89.47604799906374,43.55153843419739,240
7859,nhdhr_77a7ce1b-4370-4a09-ae62-6bdd5e716e91,390,39004,269,183,192123.26542494103,-91.29361527301519,47.94263079026319,460
1888,nhdhr_129950910,436,43600,326,44,192176.843486728,-84.23748167384494,30.60026115575685,41
11029,nhdhr_139475843,390,39009,201,159,192213.573080409,-99.77551987316949,44.93156704093135,581
9028,nhdhr_120020584,390,39004,276,183,192222.74598379398,-90.4688874201892,47.96170190972072,579
10324,nhdhr_140779897,390,39009,158,84,192226.689399071,-105.16098322978597,35.55961643922481,1994
9332,nhdhr_45726057,390,39004,247,162,192239.68655130302,-94.0217546224403,45.35950030802592,290
2284,nhdhr_99351587,390,39009,336,41,192333.412946636,-82.91371836430356,30.247778765905604,31
9245,nhdhr_47725877,390,39004,236,177,192357.18504034,-95.40292050909132,47.196641516377156,493
8061,nhdhr_114335979,390,39004,231,167,192455.409646414,-96.0105284035026,45.995868450458524,355
9030,nhdhr_120020574,390,39004,276,183,192537.949823532,-90.4417478181484,47.9902113714986,569
3828,nhdhr_75474273,390,39004,293,166,192641.593706407,-88.32027008093462,45.76826999833554,396
6624,nhdhr_91690857,390,39004,258,160,192648.706776075,-92.63911289727908,45.03240334725964,276
2417,nhdhr_107827379,390,39009,348,30,192664.05121049602,-81.39074410403245,28.816453702211838,10
6658,nhdhr_120019060,390,39004,262,186,192678.293482268,-92.1644986866703,48.31947218812764,377
9920,nhdhr_135999548,390,39004,423,142,192720.404995645,-72.09700083487357,42.8270959010984,367
9964,nhdhr_92797025,390,39009,426,151,192830.241698904,-71.73583280072964,43.978845496684535,431
11560,nhdhr_78538649,390,39004,315,118,192847.84188912102,-85.53831628041144,39.76496907319533,277
12185,nhdhr_139260146,390,39004,297,152,192850.77860095698,-87.78575201963598,44.045563479226225,235
914,nhdhr_107777853,390,39011,347,28,192888.152670806,-81.50014586567228,28.58182735010654,22
6278,nhdhr_86280973,390,39004,230,171,192935.452345923,-96.2388741234272,46.38193531444044,351
3515,nhdhr_54017480,436,43600,380,108,192979.127869945,-77.3958949508312,38.5430035761474,39
10524,nhdhr_146905179,390,39004,362,79,193009.314273425,-79.73693706465043,34.973309353824924,72
11956,nhdhr_139268505,390,39004,294,149,193057.18588272,-88.22323057450855,43.656927147377125,311
2468,nhdhr_90513492,390,39004,334,80,193259.864859978,-83.22123737682475,35.06239242717317,1098
6678,nhdhr_81003721,390,39004,267,181,193324.45202048103,-91.589752403238,47.661237801161526,513
7528,nhdhr_123272492,390,39004,236,180,193490.619585969,-95.44337764207287,47.528542710219185,444
10827,nhdhr_152116713,390,39009,335,119,193578.81631420398,-83.00447195260585,39.920528663826644,209
283,nhdhr_150055085,390,39004,271,93,193625.16307799998,-91.05467761785265,36.638456315678894,175
8200,nhdhr_166867862,390,39004,246,173,193630.000666918,-94.12704303417284,46.71290122409413,375
7845,nhdhr_81000177,390,39004,267,183,193769.42445353398,-91.59230238626341,47.92307589559768,441
5503,nhdhr_80995015,390,39004,272,184,193786.31041177397,-90.89110367421516,48.08797097557695,531
8742,nhdhr_47709085,390,39004,246,180,193832.786298227,-94.13683717813845,47.55831039744932,404
10157,nhdhr_102015314,390,39004,403,114,193872.640840625,-74.57824354347841,39.36420630229693,1
8210,nhdhr_59747293,390,39004,247,171,193909.94643826399,-94.03252430664415,46.45520863945285,366
12296,nhdhr_161988194,390,39004,276,176,194020.035235788,-90.46008918901285,47.00524724808513,183
7184,nhdhr_120020909,390,39004,254,179,194121.84737977898,-93.23711906340115,47.49962685445645,411
9174,nhdhr_122548565,390,39004,229,162,194128.14652551,-96.32900417584564,45.309290023533755,326
4460,nhdhr_70331829,390,39004,283,167,194224.232404914,-89.6197323101308,45.959649573065136,499
2627,nhdhr_48792792,390,39004,285,103,194234.782866938,-89.26890053898086,37.9930753518841,143
3712,nhdhr_136670141,390,39009,437,133,194240.96874646,-70.3355896387037,41.65494153297539,7
8064,nhdhr_86282147,390,39004,232,170,194336.33942830897,-95.96763785413393,46.293234613287936,378
4374,nhdhr_118254697,390,39004,327,153,194427.01936985602,-84.0354121868635,44.191740245810955,239
7206,nhdhr_120018107,390,39004,256,159,194436.291375061,-92.98143232607148,44.906354726383746,276
9703,nhdhr_45178836,390,39004,84,169,194485.139823582,-114.49654928322599,46.15530067114669,1994
6626,nhdhr_120018786,390,39004,258,172,194584.167854433,-92.64138463728146,46.522445934794426,341
8347,nhdhr_120019421,390,39004,256,180,194626.319350926,-92.94275200095024,47.57887382326105,427
4785,nhdhr_75474351,390,39004,293,166,194707.707764089,-88.25872990474386,45.756505875659826,398
8675,nhdhr_45362457,390,39004,240,161,194740.56307176102,-94.87892473246609,45.199303476434146,360
11886,nhdhr_151959489,390,39004,301,158,194756.404224747,-87.26002698275173,44.866153587407645,183
11075,nhdhr_44700951,390,39004,301,88,194770.507982443,-87.287261674024,36.081899317820756,209
10121,nhdhr_26061040,390,39004,401,127,194805.436033258,-74.81560664246156,40.911627238937356,238
11353,nhdhr_66982752,390,39004,375,107,194826.54488530397,-78.00667400102864,38.49257272043483,114
7232,nhdhr_120020362,390,39004,257,161,194830.372121166,-92.8212119422694,45.168322646202924,276
9527,nhdhr_80999247,390,39004,267,183,194882.466321163,-91.54267770154655,47.95706027517373,447
1451,nhdhr_133703179,390,39004,333,44,195007.049238112,-83.31793823167523,30.59144994758881,31
10155,nhdhr_26166322,390,39004,402,130,195089.23973763,-74.72824586234908,41.267387617827296,342
1073,nhdhr_117034427,436,43600,345,12,195127.79931975302,-81.80071479602637,26.591548971622014,4
7066,nhdhr_59724379,390,39004,247,173,195135.588269047,-94.06553938427312,46.66680403526746,375
258,nhdhr_139050261,390,39004,104,67,195165.247808946,-111.92000954414465,33.375281928940446,361
9913,nhdhr_{8DC82635-689D-4E93-BEEB-507ABC40CE50},390,39004,416,144,195191.11382156602,-72.96865287957536,43.10456739721682,778
10525,nhdhr_146905620,390,39009,362,79,195221.482820377,-79.6666935049493,34.902178712021254,96
9984,nhdhr_120804426,390,39009,423,146,195228.199472368,-72.10834258592335,43.31801681238028,382
5409,nhdhr_34125449,390,39004,256,160,195439.65899490102,-92.94842622489544,45.07879619940496,294
4025,nhdhr_121859037,390,39004,316,151,195586.881324917,-85.41511737822854,43.99676957043174,376
10563,nhdhr_132658452,390,39004,335,83,195611.084719803,-83.0095028962808,35.421422613099494,967
11578,nhdhr_155351435,390,39009,315,130,195684.439904172,-85.5542698724718,41.262086162648366,275
5227,nhdhr_45379952,390,39004,241,166,195826.455515847,-94.80428500137482,45.82267971317098,361
5968,nhdhr_107073238,390,39004,255,178,195867.924237236,-93.0705946962422,47.272722902181656,408
11027,nhdhr_128625721,390,39009,194,151,195944.101163708,-100.71860343449612,43.91898174505249,668
2412,nhdhr_107742549,390,39009,348,29,196017.086761045,-81.47324343143545,28.659675992908248,23
5428,nhdhr_107071492,390,39004,258,179,196059.007203206,-92.62888931571031,47.4612299602797,427
9544,nhdhr_114545677,390,39004,270,179,196322.36676615602,-91.18716993390129,47.49203531916307,475
662,nhdhr_128075598,390,39004,159,125,196550.335226908,-105.03488697347623,40.72794764513515,1602
8068,nhdhr_86278839,390,39004,232,172,196646.455431152,-95.94630932981931,46.52499199258478,417
4677,nhdhr_82817672,390,39004,313,150,196694.57691186699,-85.81001425803143,43.77112327482824,270
5342,nhdhr_45337397,390,39004,251,160,196723.220852528,-93.60457231986193,45.05978934118521,293
6943,nhdhr_82553706,390,39004,234,168,196728.876397882,-95.70310254331045,46.1132874269885,372
11755,nhdhr_130909135,390,39004,23,179,196729.11034256397,-122.0864011296128,47.40570552189514,164
7647,nhdhr_59747171,390,39004,248,171,196798.26248643,-93.87565697031505,46.462933474808004,381
6123,nhdhr_114540417,390,39004,277,184,196838.24502798897,-90.37459344058546,48.01166444670177,539
1503,nhdhr_167769035,390,39009,343,36,197127.365787256,-82.06106525974957,29.564973323789573,23
903,nhdhr_107819153,390,39009,347,31,197179.920214055,-81.52291389819459,28.92500063124705,14
3855,nhdhr_155642931,390,39009,316,130,197199.534468924,-85.45389491743832,41.32778081560404,268
3053,nhdhr_152819332,390,39004,264,128,197239.838271701,-91.94892579859493,41.02762535756507,229
5215,nhdhr_82955867,390,39004,239,161,197321.446536213,-95.09863259806187,45.19027325528978,352
7125,nhdhr_166867646,390,39004,250,172,197358.76622644102,-93.64224098285021,46.517031581740646,375
8807,nhdhr_34131145,390,39004,250,159,197362.18610838603,-93.70777283656685,44.94971251796164,292
3463,nhdhr_129967541,436,43600,430,151,197444.50520113,-71.13298028001009,43.938702251106335,198
2398,nhdhr_107840543,390,39009,347,28,197482.054627482,-81.51992505985929,28.581645298522854,31
5928,nhdhr_80001515,390,39004,252,181,197619.138852606,-93.40725288847746,47.64765706604918,422
9560,nhdhr_80995633,390,39004,273,184,197835.099259477,-90.86901012543754,48.05948704168845,559
8463,nhdhr_114540687,390,39004,279,183,197859.170729175,-90.08269892605713,47.98475295160779,572
3250,nhdhr_40497352,390,39009,298,96,197924.023711296,-87.66368940882009,37.06858866693364,138
6092,nhdhr_80997395,390,39004,270,184,198224.970060101,-91.17754180086736,48.01260097290729,468
865,nhdhr_78597283,390,39009,345,23,198313.00458508698,-81.79897003862878,27.902144387230802,29
9444,nhdhr_91679023,390,39004,255,164,198476.029689425,-93.084971295761,45.6039348617618,278
8898,nhdhr_91692247,390,39004,256,159,198638.027578518,-92.89901288851885,44.92565994911848,270
1748,nhdhr_112686176,390,39004,345,36,198638.420732665,-81.85469539455815,29.602457698915046,19
8145,nhdhr_83947066,390,39004,241,151,198655.97354065,-94.81030962683779,43.96068530194953,359
7300,nhdhr_114544993,390,39004,271,180,198765.88614913102,-91.11961704655715,47.60012834866891,529
3986,nhdhr_75475739,390,39004,295,163,198849.89093658,-88.07972583947901,45.49924109430089,289
7170,nhdhr_34131289,390,39004,253,159,198917.35669472802,-93.33581556858108,44.940453781089744,266
5946,nhdhr_80002591,390,39004,254,179,198952.63597828898,-93.24652326640968,47.48701623085957,413
7063,nhdhr_45724638,390,39004,247,163,199040.20836007397,-94.09303670159521,45.404999581366006,294
7161,nhdhr_81642255,390,39004,252,163,199054.568608612,-93.39021266132963,45.37875820819916,276
3552,nhdhr_135909075,390,39009,427,145,199150.474313097,-71.55432836646477,43.1564691259232,99
2760,nhdhr_121650623,390,39004,294,138,199163.53023214897,-88.18082957588709,42.3725323090416,224
935,nhdhr_112050465,390,39009,349,18,199469.60141077603,-81.35406640020705,27.284258362499404,24
3670,nhdhr_136693202,390,39009,433,134,199472.044510098,-70.80236634571658,41.754389212293134,8
2562,nhdhr_b4be043b-0715-4082-96f4-7e5ec1be4b03,390,39004,283,103,199497.01232058898,-89.50154242409019,37.98414989971118,127
1298,nhdhr_78686199,390,39009,346,24,199842.37934716,-81.74261034074637,28.06808041326548,38
5694,nhdhr_114336097,390,39004,231,167,199910.246508032,-96.05322260428044,45.912737893139344,333
8155,nhdhr_72861185,390,39004,243,176,199985.709520105,-94.62431746234205,47.056045685745076,402
12146,nhdhr_74924511,390,39004,270,168,199997.990332858,-91.24014210923305,46.12239208472115,423
4282,nhdhr_70337833,390,39004,283,163,200025.676222378,-89.50195893875473,45.431713861731005,528
1825,nhdhr_107718257,390,39009,349,29,200080.757521696,-81.33301682663722,28.68931826423757,16
4020,nhdhr_{E03670DE-23B8-4D53-B696-1AFAFEC6A037},390,39004,315,141,200134.54094959,-85.50730700838568,42.64157623177673,226
8764,nhdhr_90770183,390,39004,248,181,200136.677844934,-93.99928863626192,47.6546286971388,406
2979,nhdhr_118603561,390,39004,256,149,200385.985392831,-92.9576080783295,43.71364762255331,364
118,nhdhr_88032053,390,39004,313,66,200499.502145887,-85.81197725493921,33.321610135703324,317
1382,nhdhr_125543899,436,43600,350,35,200526.451025335,-81.14626582607427,29.38933222899628,8
11513,nhdhr_155352040,390,39009,308,129,200546.85584928,-86.42231443055746,41.19847430799938,222
11249,nhdhr_{CBA75E1D-8D30-47AE-A37E-ACB0FFAFBB3C},390,39004,420,155,200656.666019773,-72.49953097454795,44.46799909740372,478
8815,nhdhr_59745469,390,39004,250,173,200667.120225947,-93.63443057590423,46.74820277163793,372
622,nhdhr_90409877,390,39009,141,119,200804.007113408,-107.29186557694443,39.94651771320861,3353
1909,nhdhr_68745562,390,39009,339,24,200856.15156641,-82.5620418860872,28.110048085075423,12
10844,nhdhr_{46EE820A-D1FB-4DDD-9162-0F6A3296FB0D},390,39011,200,85,200890.54148072,-99.88459062194416,35.63590135313905,688
8454,nhdhr_120020575,390,39004,276,183,201019.612227358,-90.45737551022981,47.98990867684199,573
2231,nhdhr_138376012,436,43600,356,4,201070.66699628602,-80.42895734117033,25.5113680858768,0
11344,nhdhr_135653784,390,39004,387,97,201181.264845047,-76.56245658014149,37.17520763001411,4
12256,nhdhr_139268654,390,39004,294,148,201202.13816246603,-88.16718907439247,43.607600946534674,305
8461,nhdhr_120020592,390,39004,277,183,201273.157093256,-90.33248731690115,47.919332184961064,578
10041,nhdhr_92797225,390,39009,425,151,201364.462572815,-71.75195779557461,43.87766470456586,340
2699,nhdhr_152287272,390,39004,290,127,201465.60256363102,-88.65248313632469,40.90579853790969,195
869,nhdhr_68086107,390,39004,345,24,201503.575902168,-81.75895209637002,28.09321351751668,41
7048,nhdhr_45363937,390,39004,245,161,201566.167268768,-94.2926133147287,45.131308729159024,307
8605,nhdhr_86279207,390,39004,232,172,201821.338404362,-95.92367255341215,46.50192995600383,426
12032,nhdhr_75653819,390,39004,291,159,201886.20793440897,-88.56324542612214,44.89190886591873,256
8660,nhdhr_120018783,390,39004,238,161,201902.21445291102,-95.16130683474623,45.19302507749489,360
4001,nhdhr_109944984,390,39004,309,172,202139.871677298,-86.31336721418829,46.58777235752937,190
9888,nhdhr_156423800,390,39004,86,104,202278.101569465,-114.19530889886852,38.023197126076106,1794
8738,nhdhr_47711521,390,39004,246,180,202287.98015961397,-94.1608222503178,47.51517797673048,395
6352,nhdhr_47713708,390,39004,237,179,202389.983083153,-95.26343517238901,47.4911360539475,440
11719,nhdhr_39265469,390,39010,81,151,202461.020635522,-114.84071011659321,43.92881168917943,2139
1284,nhdhr_78642541,390,39004,344,24,202513.793505706,-81.9476014203904,28.09397026535011,39
2928,nhdhr_155467852,390,39009,299,116,202589.81710311398,-87.50842425951711,39.512250041927814,179
10336,nhdhr_25860294,390,39009,398,133,202633.646237344,-75.13148027813028,41.694919125252994,385
11517,nhdhr_{e2c4274c-bca4-45c2-ab90-b79facf43b5c},390,39004,313,127,202652.98306302397,-85.84159588415115,40.983841243393954,228
9947,nhdhr_{B0C40DCC-6044-4700-A4E2-FBA690BC2254},390,39004,422,154,202803.26694021397,-72.16308733101157,44.360936790763645,391
11381,nhdhr_41384041,390,39009,366,106,202822.300956115,-79.22796188706684,38.32874519946992,617
5288,nhdhr_45718485,390,39004,247,164,202861.990609128,-94.06222680546976,45.5736163657451,315
5381,nhdhr_34132253,390,39004,253,159,202880.30774661302,-93.26923810462341,44.900437867817395,250
12044,nhdhr_151959760,390,39004,300,156,202899.431692665,-87.49905748475977,44.54567891253896,212
8851,nhdhr_91596605,390,39004,252,158,203059.14319190301,-93.43011611604351,44.75195989539797,252
8046,nhdhr_122548025,390,39004,229,162,203148.51655621198,-96.2918757657005,45.35526716230228,331
11985,nhdhr_151949690,436,43601,263,164,203182.90650641898,-92.01580626188661,45.52842479568685,372
11012,nhdhr_128633827,390,39009,190,151,203215.64839872898,-101.14966134635269,43.888530064579896,680
1279,nhdhr_112642644,390,39004,344,36,203246.071597338,-81.96872021066103,29.561473849902352,21
12215,nhdhr_74925805,390,39004,269,167,203309.912150167,-91.33331680782587,45.954074695003136,401
6961,nhdhr_58125607,390,39004,236,167,203357.63656429102,-95.4284989219991,45.90025098366331,414
9381,nhdhr_90769747,390,39004,251,181,203366.69211039302,-93.56810122973957,47.690017175701044,422
