,site_id,x,y,area_m2,lon,lat,log_area,cluster
2731,nhdhr_121624161,295,139,356274.50891926896,0.19830791869737419,0.23221432185076388,-0.27526873857257267,5
2732,nhdhr_151832524,295,110,522878.52042465,0.20173789681932305,-0.33442721569376976,-0.04192748842214669,5
2734,nhdhr_109984082,296,138,571742.589011451,0.2081260500217762,0.21407593464696037,0.012410495837693047,5
2735,nhdhr_121207134,299,133,1113914.37338042,0.25261751957873096,0.10895607486902885,0.41805921599321577,5
2736,nhdhr_121207285,299,133,404335.305154082,0.2529306956518161,0.10554330965600817,-0.1983030747584327,5
2738,nhdhr_123166482,302,131,186545.511766763,0.2867882920929301,0.07254360889260097,-0.6688015226351133,12
2739,nhdhr_123166758,308,130,230472.65945259802,0.3578388050763378,0.05713558787536676,-0.5401896499009814,12
2741,nhdhr_48788528,283,104,527542.7085943379,0.057858581503078245,-0.44493663880568246,-0.03652611235072273,5
2743,nhdhr_131464476,283,117,15792290.767733801,0.052564866411384616,-0.1906090631497905,2.0308343564840667,15
2744,nhdhr_154320692,275,120,1028720.86049507,-0.03694340676406074,-0.1349516233829797,0.3696669124881984,5
2745,nhdhr_156039331,280,142,1839420.5236336002,0.0183673201881027,0.27761998188015424,0.7231231162730771,1
2746,nhdhr_43337559,285,97,7230561.34549764,0.07907778900706147,-0.5863952952033069,1.5556915809153484,8
2747,nhdhr_48784518,286,104,993746.1530374109,0.09067410431784406,-0.4429266719673632,0.34862888925707075,5
2748,nhdhr_41054386,288,99,408887.43265131704,0.11940949801995733,-0.5322456341479546,-0.19149383808561263,12
2749,nhdhr_149993883,284,113,4457416.83380789,0.06710294212533882,-0.2676320569430136,1.261467975692286,15
2752,nhdhr_121623929,294,140,1876255.08933656,0.19394790184756527,0.24022314443966808,0.7351823851333437,5
2753,nhdhr_121650613,294,139,2414479.40180238,0.1949265133109755,0.2319949480894404,0.8885784430553023,5
2754,nhdhr_155855808,297,106,11895210.130522098,0.23104290867197755,-0.4001859110644516,1.8584739474279632,9
2755,nhdhr_109986912,295,136,1737697.88387644,0.2065384185815385,0.1642678208256381,0.6885219767205024,5
2756,nhdhr_121207842,301,132,1117033.31870186,0.27730292114487276,0.08731146021812657,0.4197598374155199,5
2757,nhdhr_106618299,260,125,47949.837603093096,-0.2187986476367338,-0.03184220197351216,-1.4950772100762515,12
2758,nhdhr_106618119,260,126,297801.94448851,-0.2185024633475463,-0.030763792530978797,-0.38430565980056874,12
2759,nhdhr_143249741,284,144,54211.01131697,0.06702436129305621,0.3208660358335497,-1.4204314930227726,0
2760,nhdhr_48790768,284,104,114954.424915514,0.07037485638088972,-0.45113178439936363,-0.9632636916033799,12
2761,nhdhr_155044022,285,106,178576.11594979,0.07729722107984721,-0.4006611614149856,-0.6953564922366026,12
2762,nhdhr_48796220,285,103,95546.244198041,0.0797867007408757,-0.45885379432336826,-1.0757385662807164,12
2763,nhdhr_48787686,285,104,68692.1439359784,0.08635495106195441,-0.44789240853490714,-1.2764354918097511,12
2765,nhdhr_48812328,287,101,211706.861617032,0.11038430206560716,-0.5105078747297426,-0.5918453600537839,12
2766,nhdhr_48805836,287,102,75986.6669281498,0.11101423250935381,-0.4890789555447519,-1.2150523149606132,12
2767,nhdhr_155041268,288,109,267808.909903022,0.11696520519171458,-0.3547876562351554,-0.4488709679912267,12
2771,nhdhr_49235339,290,101,140140.907223349,0.14368687291697518,-0.5035901205335372,-0.8427680871019899,12
2774,nhdhr_121623697,293,141,544982.869335389,0.18065691490206065,0.25668411821256226,-0.016744116946162062,5
2775,nhdhr_121627945,293,137,237890.08224519,0.18302373901448887,0.19701343674685096,-0.5209234529287923,12
2776,nhdhr_121624404,294,139,169315.852019201,0.18946615628027666,0.2292637880230783,-0.727743479732682,12
2777,nhdhr_121622699,294,143,1907047.64709804,0.1940717963948342,0.3006196918316869,0.7450832526542712,5
2778,nhdhr_121624578,295,139,905761.7029610759,0.20138192429740964,0.22517105006267663,0.29224374422250105,5
2779,nhdhr_109984504,295,138,304236.38505259197,0.20688870599950573,0.20326668669469436,-0.37130419819936605,5
2780,nhdhr_109990850,296,133,61368.0334513485,0.2173195035417498,0.11561639533350233,-1.3450094536990407,12
2782,nhdhr_94393919,297,139,80649.8959028143,0.2262656550938828,0.23129302919967232,-1.1788271024770847,12
2785,nhdhr_155469853,301,114,106557.556346169,0.2680583620424472,-0.24884601050780786,-1.0093972837507523,12
2787,nhdhr_123166364,308,131,1365264.27278561,0.35419443886856966,0.07031720197944367,0.5418118805655097,5
2788,nhdhr_42881253,273,110,1813157.85801318,-0.05892951734544926,-0.33187102148285735,0.7143765874174345,5
2790,nhdhr_131465643,284,116,9204241.11467551,0.06671220127505606,-0.20565832808820317,1.7024834997429399,15
2791,nhdhr_151829239,292,114,3679564.97098158,0.16275603502607147,-0.24577996213326667,1.1448271143427013,5
2793,nhdhr_143250648,290,142,2533921.81680337,0.14099816712341548,0.27729964125425427,0.917945946222401,1
2796,nhdhr_155469252,297,115,2990158.76353258,0.22615870500776153,-0.23495916618756627,1.0186413939724164,5
2797,nhdhr_{5af9a17a-e084-48d1-ae08-28b6ff6bfc5a},302,115,260786.618323003,0.2852838177965993,-0.23062641181982033,-0.4650320306295482,12
2798,nhdhr_156100377,272,119,237706.98660349997,-0.07428753722729607,-0.16491374583429252,-0.5213917569078648,12
2799,nhdhr_0830f040-b750-48b8-933f-7d1904a93c39,281,113,389642.79990818206,0.03133362446496556,-0.2667237926155342,-0.22081568728798173,12
2804,nhdhr_48791464,285,104,87442.4651679471,0.08328061474491538,-0.45294329121141846,-1.129644483850692,12
2805,nhdhr_48789360,285,104,43688.7095574755,0.08412137810169891,-0.45026344391760875,-1.5516814131782477,12
2806,nhdhr_155715445,285,133,98107.0297477972,0.08435527247621702,0.10696101788908552,-1.0596520252232224,12
2808,nhdhr_48802934,286,102,51574.681695602405,0.08896841098719693,-0.47963796918576146,-1.4507530639068473,12
2810,nhdhr_151862447,290,123,629221.50896684,0.13846572923497122,-0.08403656585280642,0.07067438857471825,5
