target_id,spearman,meta_rmse
nhdhr_143418975,0.853381357266572,1.3574394425993233
nhdhr_{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},0.3094276491891041,0.6194354731327248
nhdhr_{E940A362-4076-4895-A23F-1B8CCC905DEE},0.7686230514879546,1.4912538327734521
nhdhr_105567402,0.44933475043300264,0.9318942446703623
nhdhr_120019058,0.799960636120296,2.239737931669317
nhdhr_120019354,0.9388915131475357,2.0467722755716364
nhdhr_120020090,0.07573610455046449,1.5574925034315394
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,0.9040072429538655,0.8865158067690329
nhdhr_EBD8B5AF-7EBC-43A3-82BA-AF41830C144C,0.9116084081247047,3.7627641840032764
nhdhr_120020567,0.8646236813100299,1.3746549806806507
nhdhr_120018981,0.8828649031648559,3.227778792771453
nhdhr_107074156,0.9466068335695166,0.7376710923819905
nhdhr_107074838,0.5519721303731695,0.8275003609690339
nhdhr_0b5e30c9-8c3f-401b-9931-91ac59b2662a,0.8816249409541804,0.8541742829702292
nhdhr_114544961,0.19520154306408438,1.0472523872897521
nhdhr_120019246,0.8945284207211461,1.5663565515238822
nhdhr_eec6bb9d-30cb-4c7d-bfc1-88e675b7d41b,0.8174696898126278,1.0534971157631408
nhdhr_114542575,0.8714060777830263,1.4214557412595155
nhdhr_120020636,0.4533538025507794,0.8171177036594931
nhdhr_69884058,0.28583293969453627,1.4047145094140143
nhdhr_69885442,0.5818375059045819,1.098254793231441
nhdhr_69886650,0.34136750118091636,1.8758755708542167
nhdhr_123148239,0.8680168477405132,1.2967266280566783
nhdhr_69885902,0.7718154621319476,0.6897005749530808
nhdhr_69886284,0.9215871516296646,0.6746047484806245
nhdhr_69886444,0.8972642103605731,1.0114917871926838
nhdhr_70330275,0.42671232876712323,1.0244402419962557
nhdhr_105231881,0.8819398519918124,1.5872966547658027
nhdhr_83826087,0.32728310502283103,0.679774580026313
nhdhr_122851099,0.4737246102975909,1.574980273232314
nhdhr_145088870,0.539851991812313,2.4840561704946644
nhdhr_147307413,0.6057195717209889,1.1637225145465955
nhdhr_120018493,0.9045701464336324,1.129046678600225
nhdhr_120018495,0.7528656904424499,2.467942815491459
nhdhr_120018510,0.8291961895764445,1.4569653498208184
nhdhr_120018511,0.8645252716107699,0.6162777592682387
nhdhr_120019016,0.8881278538812785,1.2572708069404108
nhdhr_120020759,0.6868564005668397,0.7725258687542671
nhdhr_120020798,0.7630569988978114,0.8143816531603533
nhdhr_59808243,0.7219611084868524,1.6587005533511514
nhdhr_72863203,0.5584041883168005,1.1155938194546584
nhdhr_86273851,0.8774051330499134,0.7069063447325392
nhdhr_86274219,0.6747559439458353,0.8331833148717547
nhdhr_86275155,0.6054597701149425,0.6159238000397693
nhdhr_86275565,0.47442528735632183,0.6270692770700277
nhdhr_86275759,0.826818611242324,1.2178512466654214
nhdhr_86275955,0.8845614863800976,0.8010401994464686
nhdhr_120019913,0.8213194772476775,1.1891209691835989
nhdhr_120019932,0.9191190363722247,0.9132914548472935
nhdhr_166867846,0.9252007557864903,0.9495943192103911
nhdhr_166867852,0.8954928357738937,0.8878920172208674
nhdhr_166867860,0.8159738623838766,1.4024227231383557
nhdhr_166867865,0.9159620532199653,0.6463876758280012
nhdhr_166867869,0.8799244213509683,0.8093246039393367
nhdhr_166867872,0.8468902535033852,1.0774279488105758
nhdhr_47478911,0.805967564163124,1.3418478615389449
nhdhr_47480235,0.7201661155723507,1.3817187410791587
nhdhr_151948642,0.6919894504802393,1.4986429111937034
nhdhr_151949390,0.8139623681310029,0.9769525670922141
nhdhr_151949888,0.45458982837348444,0.988167790131548
nhdhr_74926427,0.4457644465438513,2.1494901010301266
nhdhr_74926457,0.9011887891670602,1.1672003023736959
nhdhr_74926527,0.8584671705243266,0.962579673173153
nhdhr_74926543,0.9055188159344985,0.844408455081478
nhdhr_74926703,0.8559951188789165,0.7731814118978835
nhdhr_74926805,0.5282357109116674,1.6067195370905836
nhdhr_74927813,-0.27136277751535187,1.6465422912771024
nhdhr_70333891,0.8342347661785544,0.7910920006800692
nhdhr_77358322,0.2931939851991812,1.120078481892642
nhdhr_120018091,0.8605022831050229,0.5578648264167979
nhdhr_120018120,0.5014170996693433,1.4960003501569292
nhdhr_120018135,0.48367579908675795,0.4401426538478738
nhdhr_120018136,0.9258856872933395,0.5239873355771726
nhdhr_120018220,0.615840025192883,1.2284204663877374
nhdhr_120018226,0.26933553771059676,0.8754261928985485
nhdhr_120018233,0.7105219650448747,0.6572994354334544
nhdhr_120020198,0.47688946622579115,0.5125375843019244
nhdhr_120020200,0.8083057786175406,0.8808621854827994
nhdhr_120020225,0.8210242481498977,0.4551554834520845
nhdhr_120020235,0.8210596756416312,0.6294632430615805
nhdhr_120020236,0.5496732797984568,0.7917363705622935
nhdhr_32671150,0.8764564635490472,0.913517136395216
nhdhr_34130818,0.7769012753897023,0.6140394742737771
nhdhr_34131145,0.8860691229727602,1.1795817739543568
nhdhr_34132376,0.8845654227680679,0.6700452381728423
nhdhr_34132539,0.9424854353645095,0.6905352675628772
nhdhr_34133487,0.906908360888049,0.8106852565657585
nhdhr_34242518,0.6912179184380413,1.42065105623061
nhdhr_45338945,0.6461738308927727,0.4515078088126055
nhdhr_91593573,0.4334829160762084,1.6726460728591108
nhdhr_91594453,0.5751574555188159,0.5872601430429139
nhdhr_91594459,0.5399543378995433,0.603810818384866
nhdhr_91594761,0.8841993386868209,0.929040849245742
nhdhr_91595175,0.5367186269878759,0.6614049837791888
nhdhr_91595965,0.7676586364352069,1.3441496840955516
nhdhr_91596049,0.48734057628719885,0.604811039700452
nhdhr_91598525,0.47357109116674534,0.5386631258877599
nhdhr_120018423,0.4506337584632341,0.7404310383765942
nhdhr_121629875,-0.055050385766021094,1.068415969833171
nhdhr_159101724,0.5123287671232876,0.5015510375400661
nhdhr_32672239,0.2095181861124232,1.0030129861629573
nhdhr_141288146,0.8221539914974018,1.3485853463682902
nhdhr_155444180,0.19741772949141867,1.5324913257054518
nhdhr_157076137,0.846787907416155,0.5238652219026205
nhdhr_70331641,0.7964887419304046,0.9728338689810367
nhdhr_70332231,0.5721500551094315,2.281690285401199
nhdhr_68838259,0.5374311132105181,2.5721266495540323
nhdhr_68838273,0.40939615808534086,1.09864336728637
nhdhr_75651475,0.4905329869311919,1.759931454848375
nhdhr_76155937,0.8266572193355377,0.6918242952663001
nhdhr_121858926,0.6513029444182018,1.1263522008319438
nhdhr_129223861,0.8948826956384821,0.9370264917655023
nhdhr_129225129,0.7533538025507792,1.5658117816550283
nhdhr_129226232,0.907530310187372,2.0836066393845876
nhdhr_151870593,0.8893914344197764,0.9797382833695797
nhdhr_152707734,0.47634230829790575,2.098218891769233
nhdhr_155417639,0.552846008502598,2.708193840003944
nhdhr_82815984,0.9050543221539914,4.2741210266435985
nhdhr_82819488,0.17207526373799398,2.22206976948351
nhdhr_82819600,0.5876161234451267,1.5193269037095543
nhdhr_82819628,0.8521453314438671,1.0347774126312486
nhdhr_113471457,0.9204101716265154,1.5038762653267252
nhdhr_121857622,0.9338923004251298,1.1353208334261815
nhdhr_121859009,0.25003149110376316,1.518452453027592
nhdhr_121859022,0.4777712171311604,1.8272774166551726
nhdhr_60087894,0.6162494095418043,2.734943713992499
nhdhr_121622394,0.8583333333333332,1.4131596504097657
nhdhr_139269433,0.9156235238545111,0.7957471333975712
nhdhr_143249221,0.8539167060305464,0.8704946919136902
nhdhr_143249294,0.9171508423870256,0.799690653332258
nhdhr_143249464,0.287954652810581,1.644968711880732
nhdhr_143249522,0.8502204377263421,1.0288778771216918
nhdhr_143249705,0.3929026924893717,1.1091205767034318
nhdhr_155442361,0.7796803652968036,2.188410616623884
nhdhr_155444215,0.6848488427019367,1.0277958583929812
nhdhr_68840139,-0.13138482128798612,2.4876449372180884
nhdhr_75655457,0.6214651236025822,1.3669106730146887
nhdhr_75659739,0.7506731223429381,1.5344962831960485
nhdhr_109981506,0.7935207054007242,1.075917423584355
nhdhr_121622760,0.44752007557864903,0.9325635563352147
nhdhr_121622916,0.10392457880648716,0.6807775824904235
nhdhr_121623004,0.5078019209573295,0.7443620884191422
nhdhr_121623268,0.42907022516139187,1.601929902964016
nhdhr_121623301,0.9030625098409698,0.7678180326475977
nhdhr_121623808,0.3229885057471264,1.183980849451562
nhdhr_121623866,0.624724452842072,1.4818575453863068
nhdhr_121623871,0.9088017635018106,0.9617366903027142
nhdhr_143250015,0.8744725240119665,1.5904958952097976
nhdhr_143250529,0.26132892457880647,0.7433131200868816
nhdhr_143250615,0.6525940796724924,0.7278112812793766
nhdhr_143251029,0.9086088804912612,0.8859071031619201
nhdhr_152517931,0.67490159030074,1.5274420184649846
nhdhr_155636540,0.8403715950244055,1.1393760962708364
nhdhr_155636695,0.462045347189419,2.779207682010603
nhdhr_155637270,0.7813887576759565,1.3069908864762532
